features/geometry/type,features/geometry/coordinates/0,features/geometry/coordinates/1,features/type,features/properties/mb_lengte,features/properties/breedte_in_m,features/properties/wgs84_geo_e,features/properties/sunk_in_period,features/properties/bodemdiepte_oud,features/properties/wgs84_geo_n,features/properties/bazoverzicht,features/properties/code_diepte,features/properties/totaal,features/properties/thuishaven,features/properties/opmerkingen,features/properties/mb_30,features/properties/datedredged,features/properties/mb_breedte,features/properties/tonnenmaatbruto,features/properties/codetermote,features/properties/depth_20,features/properties/nationaliteit,features/properties/code_vaargeul,features/properties/bouwjaar,features/properties/vorige_diepten,features/properties/code_lengte,features/properties/length_5,features/properties/opgeruimd_tot_op,features/properties/code_historiek,features/properties/teken_op_kaart,features/properties/lengte_in_m,features/properties/lading,features/properties/code_teken,features/properties/bodemdiepte_aangepast,features/properties/berging_datum,features/properties/termote,features/properties/dredgeddepth,features/properties/mb_strekking,features/properties/holte_in_m,features/properties/wraknummer,features/properties/teken_10,features/properties/gevonden_door,features/properties/opgeruimd_door_firma,features/properties/type_schip,features/properties/totaal_klasse,features/properties/name,features/properties/side_scan,features/properties/multibeam,features/properties/utm_31n_northing,features/properties/fairway_35,features/properties/datefound,features/properties/utm_31n_easting,features/properties/werf,features/properties/gezonken_op,features/properties/bijzondere_opmerkingen,features/properties/eigenaar,features/properties/code_mb,features/properties/hout___staal,features/id
Point,3.143795188496691,51.37429466138633,Feature,11,,"003\xb0 08,628 E",99,0,"51\xb0 22,458 N",1999 / 22 - 153,5,"59,00",Zeebrugge,,24,,"3,00",,1,20,Belg,1,,"8,2 Wk",3,3.75,,"2,50",#,"7,80",,1,9.77,,178,,"45,00",,B_122_308_a,2.5,Ter Streep,,Vissersboot,4,LIENTJE/O.18 Lucia,,1999/07/27,510008.65,8.75,,5691459.02,,1999/07/01,Klein vissersvaartuig gekapseisd na vastslaan aan anker of andere obstructie. Het wrak werd volledig gelicht .,"Janssens Eddy St. - Antoniusstraat 22 , 8301 Heist",4,,178
Point,2.983916562457625,51.275983254285094,Feature,u,,002\xb0 59.035 E,99,0,51\xb0 16.559 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,5.34,,99,,,,B_116_259,2.5,,,,3,onbekend,,,498878.14,8.75,,5680516.12,,,,,5,,98
Point,2.914883320143665,51.23609995578828,Feature,u,,002\xb0 54.893 E,99,0,51\xb0 14.166 N,,5,"81,25",,,30,,,,2,20,,3,,,2,2.5,,6,,,,1,0,,61,,,,,2.5,,,,1,onbekend,,,494057.76,26.25,,5676084.07,,,,,5,,40
Point,2.944233309400573,51.25343329958937,Feature,u,,002\xb0 56.654 E,99,0,51\xb0 15.206 N,,5,"68,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,3,5.04,,87,,,,B_115_256_e,7.5,,,,3,onbekend,,,496108.23,8.75,,5678009.72,,,,,5,,86
Point,2.538033493680314,51.78057018246022,Feature,45,,"002\xb0 32,282 E",99,0,"51\xb0 46,834 N",,2,"52,75",,,6,,,,3,8,,3,,,4,5,,,,,,3,33.78,,,,,,B_147_232,7.5,Eurosense,,,4,Onbekend,,2015/10/03,468131,26.25,2015/10/03,5736734,,,NIEUW,,1,,300
Point,2.676135426832053,51.40475040983235,Feature,u,"4,00","002\xb0 40,568 E",99,0,"51\xb0 24,285 N",2001 / 10 - 104,3,"54,75",,,24,,,,1,12,,1,,"16,5 Obstn GLLWS",2,2.5,,5,"16,4 Obstn","13,00",Ledig,3,22.72,,221,,,,B_124_240_a,7.5,Ter Streep,,,4,Container,,2000/11/30,477472.87,8.75,,5694885.99,,2000/11/20,"Het containerschip MAERSK BELAWAN lag voor anker op 18 november 2000 in het ankergebied  van de Westhinder. Dit is in de omgeving van de A - Noord boei. Na het ophalen van het anker is het schip in problemen geraakt. Het dreef tegen een ander voor anker liggend schip "" STATE of ANDRHA PRADESH "" . Bij deze aanvaring in de positie 51\xb0 24,460 N en 002\xb0 40,220 E zijn 4 containers beschadigd. Drie containers  zijn door de klap op het dek van het ander schip  gevallen en de vierde container viel in het water. Er werd een info opgesteld met nr 248/00 die de scheepvaart waarschuwde voor deze obstructie.  Op 21 november 2000 werd met Ter Streep een onderzoek uitgevoerd . De container werd gevonden in de positie 51\xb0 24,335 N  en 002\xb0 40,649.
Afgeleid uit de Sonarbeelden werden de dimensies bepaald op 13 meter lengte, de breedte op 4 meter. De minste diepte werd bepaald op 16,5 meter tov het lokale H vlak. Dit bericht werd opgenomen in de BaZ nr 24 /189
De Agent van de MAERSK is : MAERSK BENELUX BV   De Keyserlei 5/4  2018 ANTWERPEN  tel 03/2051515
fax 03/5681632,

Dieptecijfer gewijzigd naar LAT",MAERSK,4,,221
Point,2.472292652155112,51.28820210536139,Feature,u,"6,30","002\xb0 28,338 E",99,0,"51\xb0 17,292 N",1998 / 26 - 181,4,"53,75",Nieuwpoort,,24,,,"93,00",3,16,Belg,1,1984,Gevaarlijk voor de bovenscheepvaart,2,2.5,,,#,"23,90",,1,13.03,,,,,"2,76",B_117_228,2.5,Ter Streep,,Vissersboot,4,SEAHUNTER N.52,,1998/11/18,463200.97,8.75,,5682007.08,"L. Degraeve Westvlaamse Scheepswerven , Oostkamp-Zeebrugge",1998/10/08,"Op de terugreis van Ramsgate naar Oostende werd het schip tijdens een storm vermist. Vermoedelijk werd het schip door een ""grondzee"" verrast en zonk nabij de Oostdijck bank. Op 9 oktober werd het lijk van Pierre Le Louarn geborgen. De mijnenveger M.915 ""ASTER"" heeft op 9 oktober het wrak gelokaliseerd nabij de bank.Het wrak werd in zijn geheel gelicht en binnen gebracht in Zeebrugge . Na het lichten van het wrak zijn na enkele dagen de overige lichamen teruggevonden. Controle onderzoek werd uitgevoerd op 2 december 1998. Geen obstructies meer aanwezig.","Rederij Jami Oostende Meeuwenlaan 18 bus 4, 8000 Oostende",4,Staal,295
Point,3.077871671335623,51.35280342388666,Feature,"11,25","3,30","003\xb0 04,672 E",99,0,"51\xb0 21,168 N",2000 / 15 - 148,5,"64,00",,,24,,"3,75",,1,20,Belg,1,,"4,9 Wk",3,3.75,volledig,5,NIET op kaart,"9,45",,3,7.28,1999/10/28,141,,"208,44",,B_121_304_a,7.5,Ter Streep,Firma Subtech Heidemolen 37 2970 Schilde fax 03/385 92 44,Motorjacht,3,Stephanie II,,1999/08/23,505422.68,8.75,,5689062.03,,1999/08/22,"Op 22 augustus 1999 zonk het motorjacht STEPHANIE II . Aan boord waren Guy Termote , C. & A. Devriese. De drie personen konden zich met hun reddingsloep in veiligheid stellen . Ze werden opgemerkt en overgebracht aan boord van de Z.122 NOORDSTAR en voor verdere verzorging met de redeboot van Zeebrugge weggebracht. De volgende dag werd een SSS-onderzoek ingesteld . De resultaten zijn als volgt : het wrak ligt in zijn geheel op de bodem. Het steekt ongeveer 2,40 m boven de omringende bodem uit. Ongeveer 90 m verder ligt een stuk vermoedelijk afkomstig van dit motorjacht in de positie 505 585 X , 5 689 293 Y. Dit voorwerp is 8 m lang en vrij smal (mast?).
Op18 oktober werd een nieuw onderzoek uitgevoerd . Met Ter Streep werd het wrak opnieuw ingemeten met de single en multibeam. In deze positie is enkel  een schuurput van ongeveer 0,80 m diep waargenomen. In deze put zijn kleine oneffenheden te zien die nauwelijks boven de omringende bodem uitsteken. Samengevat: van het wrak is er nog nauwelijks iets zichtbaar (volledig verzand??). Op 28/10/1999 heeft de firma Subtech uit Schilde 2970 het wrak gelicht maar is het in de nabijheid van de meetpaal MOW1 opnieuw gezonken !! Het wrak is op 16/05/2000 volledig verwijderd, controlemeting werd uitgevoerd.",Guy Termote Hoogstraat 148  Waasmunster,4,Polyester,141
Point,2.688776955676806,51.279023435533354,Feature,u,,"002\xb0 41,327 E",99,0,"51\xb0 16,741 N",1995 / 08 - 091,4,"40,75",-,,6,,,,1,16,Belg,1,,"15,0 Wk GLLWS",2,2.5,-,5,"14,9 Wk",,-,3,18.01,,103,,,,B_116_241_b,7.5,,-,Motorjacht,5,RITA/O.818 Lucie-Jenny II,,2014/09/18,478292.87,8.75,,5680900.09,-,1995/04/06,"Deze polyester motorboot met motor Volvo Penta 130 pk zonk na een  aanvaring door N.141 op 06-04-1995.

Dieptecijfer gewijzigd naar LAT","Buyl Andre,Geraardsbergen",1,Polyester,102
Point,2.488819910042622,51.64319242589107,Feature,15,,"002\xb0 29,329 E",99,0,"51\xb0 38,592 N",,2,"60,25",,,6,,,,3,8,,4,,,3,3.75,,,,,,3,34.07,,,,,,B_139_229,7.5,Eurosense,,,3,onbekend,,2015/08/09,464629,35,2015/08/09,5721478,,,NIEUW,,1,,289
Point,3.108468550592647,51.46010540111305,Feature,"112,5",,"003\xb0 06,508 E",2,0,"51\xb0 27,606 N",1996 / 17 - 129,4,"43,25",,,6,,"25,00",,1,16,Brits,1,,"zichtbaar bij LW , gevaarlijk wrak,",4,5,,3,"02,7 Wk__",,,3,11.91,,249,"2,70","56,31",,B_127_306,7.5,,,LST Landing Ship Tanks,5,LST. 80,,2007/03/28,507535.67,8.75,,5700997.95,,1945/03/20,"B_127_306

Midden 51\xb0 27'.606 - 003\xb0 06'.508
Pt_01  51\xb0 27'.625 - 003\xb0 06'.557
Pt_02  51\xb0 27'.591 - 003\xb0 06'.481


Dieptecijfer ongewijzigd in LAT",U.S.A.,1,Staal,248
Point,2.815200761271907,51.212361980717155,Feature,u,,"002\xb0 48,912 E",99,0,"51\xb0 12,741 N",2003 / 15 - 137,5,"62,75",,,24,,,,1,20,,1,,"06,1 Wk GLLWS",2,2.5,,6,"06,0 Wk",,,3,9.34,,42,,,,B_112_248_b,7.5,Ter Streep,,,3,Onbekend,,2003/06/10,487092,8.75,,5673457,,,Dieptecijfer gewijzigd naar LAT,,4,,21
Point,2.739666621548468,51.23125000356904,Feature,u,,002\xb0 44.380 E,99,0,51\xb0 13.875 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.05,,58,,,,B_113_244b,2.5,,,,3,onbekend,,,481823.48,8.75,,5675573.47,,,,,5,,37
Point,2.620216662619469,51.38161724183887,Feature,25,,"002\xb0 37,213 E",99,0,"51\xb0 22,897 N",,3,"64,25",,,6,,,,3,12,,4,,,3,3.75,,,,,,3,22.67,,,,,,B_123_237_b,7.5,Eurosense,,,3,onbekend,,2015/04/07,473570,35,,5692332,,,NIEUW,,1,,286
Point,2.94683327400322,51.25041666669038,Feature,u,,002\xb0 56.810 E,99,0,51\xb0 15.025 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,3.81,,81,,,,B_115_256_d,2.5,,,,3,onbekend,,,496289.43,8.75,,5677674.11,,,,,5,,80
Point,3.071925342153059,51.4564648581899,Feature,46,,"003\xb0 04,316 E",1,0,"51\xb0 27,388 N",1997 / 05 - 069,4,"43,25",,,6,,"9,00",,1,16,,1,,"5,8 Wkn__",4,5,,1,"05,8 Wk__",,,3,10.93,,247,"6,00","75,00",,B_127_304_a,7.5,,,,5,Torpedoboot G88 achtership,,2014/09/15,504997.29,8.75,,5700589.95,,,Dieptecijfer ongewijzigd in LAT,,1,,246
Point,2.487550212539341,51.37579800686184,Feature,"42,5",,"002\xb0 29,253 E",99,0,"51\xb0 22,548 N",1996 / 17 - 129,3,"65,50",,,6,1987/01/31,"10,00",,1,12,,4,,"22,0 Wk__ GLLWS",4,5,,6,"21,5 Wk__",,,3,28.17,,182,"22,00","38,33",,B_122_229_a,7.5,,-,,3,onbekend,,2015/05/17,464332.96,35,,5691741.01,,,"B_122_229_a

Midden  51\xb0 22'.548 - 002\xb0 29'.253
Pt_01   51\xb0 22'.559 - 002\xb0 29'.263
Pt_02   51\xb0 22'.541 - 002\xb0 29'.24

Dieptecijfer gewijzigd naar LAT",,1,,182
Point,2.51552741926955,51.42581299791579,Feature,u,,"002\xb0 30,932 E",99,0,"51\xb0 25,549 N",,2,"56,75",,,30,,,,3,8,,1,,,2,2.5,,,NIET op kaart,,,3,30.06,,,,,,B_125_231,7.5,Ter Streep,,,4,onbekend,,,466316.95,8.75,,5697289.97,,,Duidelijke echo op de Side Scan Sonar op beide kanalen 100 kHz en 500 kHz.,,5,,298
Point,2.738449456271279,51.39866304271425,Feature,"42,5","7,00","002\xb0 44,307 E",99,0,"51\xb0 23,920 N",1997 / 05 - 069,3,"65,50",,,6,1988/06/25,"9,17","232,00",1,12,,4,1906,"20,2 Wk ; 20,2 Wk__; 19,1 Wk__ GLLWS",4,5,,"2,50","19,0 Wk__","38,00",,3,22.02,,215,"19,10","18,43",,B_123_244,7.5,,,,3,BOSKOBEL,,2007/05/15,481804.84,35,,5694191.7,,,"B_123_244

Midden 51\xb0 23'.920 - 002\xb0 44'.307
Pt_01  51\xb0 23'.932 - 002\xb0 44'.317
Pt_02  51\xb0 23'.911 - 002\xb0 44'.302

Definiteve identificatie als BOSKOBEL aan de hand van een koperen plaat met opschrift WVV Ligderwood


Dieptecijfer gewijzigd naar LAT",,1,Staal,215
Point,2.765884535536919,51.202491555525526,Feature,u,,"002\xb0 45,953 E",99,0,"51\xb0 12,149 N",1969 / 21 - 162,5,"63,75",Oostende,,30,,,"64,56",1,20,Belg,1,,gevaarlijk voor bovenscheepvaart,2,2.5,,5,#,,-,1,3.75,,35,,,,B_112_246,2.5,,,Vissersboot,3,O.137 St THERESE DE J.,,,483643.83,8.75,,5672369.15,"A; Hillebrandt, Nieuwe Werfkaai, Oostende",1954/01/01,In 1988 onderzocht met SSS en niets meer gevonden.,"Emiel Lambrecht, Oostende",5,Hout,14
Point,2.903936435811695,51.23777346279473,Feature,u,,"002\xb0 54,236 E",1,0,"51\xb0 14,266 N",1959 / 21 - 106,5,"68,75",-,,30,,,,1,20,Duits,1,,"41 dm; 05,7 Wk__ GLLWS",2,2.5,,3,"05,6 Wk__",,Mijnen en munitie,3,6.99,,63,"5,70",,,B_114_254_b,7.5,,Van Gastel,Vissersboot,3,U-Bootsj\xe4ger 121,,,493293.77,8.75,,5676271.12,"Beliard & Crighton, Oostende",1941/02/01,Dieptecijfer gewijzigd naar LAT,Duitsland,5,Staal,42
Point,3.141852474741228,51.357697727057115,Feature,10,,"003\xb0 08,511 E",99,0,"51\xb0 21,462 N",2004 / 21 - 145,5,"64,00",,,24,,"4,00",,1,20,,1,,06.5 Wk GLLWS,3,3.75,,6,"06,5 Wk",,,3,6.33,,148,,"45,00",,B_121_308_a,7.5,Ter Streep,,,3,Onbekend,,2004/03/23,509877,8.75,,5689613,,,"Wrak gevonden tijdens de algemene peiling in 2004

Dieptecijfer gewijzigd naar LAT",,4,,148
Point,2.867366552889761,51.24198328433471,Feature,u,,002\xb0 52.042 E,99,0,51\xb0 14.519 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.26,,67,,,,B_114_252,2.5,,,,3,onbekend,,,490741.66,8.75,,5676743.26,,,,,5,,46
Point,2.620264892442232,51.17910753783918,Feature,"17,92",,"002\xb0 37,216 E",99,0,"51\xb0 10,746 N",1996 / 10 - 100,5,"64,00",-,,24,,"2,92",,1,20,-,1,,"06,0 Obstn GLLWS",3,3.75,-,6,"05,9 Obstn",,-,3,5.57,,24,,"137,91",,B_110_237_d,7.5,,-,,3,onbekend,,1996/05/02,473456.9,8.75,,5669811.16,-,,"Deze obstructie werd gemeld door O.148 de SNIPE op 27/12/1995 aan de Eerste Waterschout J.Bedert

B_110_237_d

Midden 51\xb0 10'.746 - 002\xb0 37'.216
Pt_01  51\xb0 10'.751 - 002\xb0 37'.212
Pt_02  51\xb0 10'.744 - 002\xb0 37'.222

Dieptecijfer gewijzigd naar LAT",-,4,-,4
Point,2.836016640571895,51.58866661644359,Feature,u,,002\xb0 50.161 E,99,0,51\xb0 35.320 N,,3,"55,75",,,30,,,,2,12,,1,,,2,2.5,,6,,,,1,21.84,,263,,,,B_135_250,2.5,,,,4,onbekend,,,488639.57,8.75,,5715302.89,,,,,5,,262
Point,2.728666584711006,51.249983274659705,Feature,u,,002\xb0 43.720 E,99,0,51\xb0 14.999 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,6,,,,1,14.89,,79,,,,B_115_243,2.5,,,,4,onbekend,,,481063.15,8.75,,5677659.54,,,,,5,,78
Point,3.199533448969108,51.3661164840587,Feature,20,,003\xb0 11.972 E,1,0,51\xb0 21.967 N,,4,"22,25",,,0,,,,2,16,,0,,,3,3.75,,3,,,,1,12.46,,159,,,,B_122_212_b,2.5,,,,6,Hafenschutzboot HS 120,,,513890.7,0,,5690558.6,,,,,0,,159
Point,2.580962508587521,51.36697687614781,Feature,"12,5",,"002\xb0 34,858 E",99,0,"51\xb0 22,019 N",,3,"77,25",,,24,,"11,67",,3,12,,4,,-,3,3.75,,,-,,,1,24.47,,,,"133,15",,B_122_234_c,2.5,,,,2,onbekend,,1995/08/18,470828.92,35,,5690718.72,,,"Tijdens de algemene peilingen van de Westhinder op 06/09/93 werd met de Side Scan Sonar een kleine obstructie gevonden . Het betreft hier om losse stukken, vermoedelijk wrakresten.

B_122_234_c

Midden 51\xb0 22'.019 - 002\xb0 34'.858
Pt_01  51\xb0 22'.015 - 002\xb0 34'.864
pt_02  51\xb0 22'.023 - 002\xb0 34'.857",,4,,279
Point,2.490299926425533,51.6974499880943,Feature,u,,002\xb0 29.418 E,99,0,51\xb0 41.847 N,,2,"78,00",,,30,,,,2,8,,4,,,2,2.5,,6,,,,1,33.86,,275,,,,B_141_229,2.5,,,,2,onbekend,,,464773.52,35,,5727511.57,,,,,5,,274
Point,3.107074248216622,51.485526245738974,Feature,u,,"003\xb0 06,424 E",99,0,"51\xb0 29,132 N",1961 / 13 - 096,4,"40,75",Zeebrugge,,6,,,,1,16,Belgisch,1,,,2,2.5,-,5,"02,1 Wk__",,-,3,15.39,,252,"2,10",,,B_129_306,7.5,,,Vissersboot,5,Z.442 Andre Jeannine,,2007/03/28,507434.67,8.75,,5703824.93,,,"SSS- onderzoek op 28/10/93 .
Uit het onderzoek blijkt dat van dit wrak nauwelijks iets over blijft.

Dieptecijfer is ongewijzigd naar LAT",,1,Hout,251
Point,3.213735436563127,51.41474109218745,Feature,u,,"003\xb0 12,824 E",99,0,"51\xb0 24,884 N",1992 / 91 - 326,4,"35,75",,,6,,,,1,16,,1,,-,2,2.5,,6,#,,,1,10.78,,232,,,,B_124_312,2.5,,,,6,onbekend,,2009/04/29,514863.62,8.75,,5695968.98,,,,,1,,232
Point,2.732849881988434,51.20798328968193,Feature,u,,002\xb0 43.971 E,99,0,51\xb0 12.479 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,8.3,,37,,,,B_112_243,2.5,,,,3,onbekend,,,481338.13,8.75,,5672987.74,,,,,5,,16
Point,2.96079991075399,51.29138326757227,Feature,u,,002\xb0 57.648 E,99,0,51\xb0 17.483 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.14,,114,,,,B_117_257_b,2.5,,,,3,onbekend,,,497266.61,8.75,,5682229.35,,,,,5,,113
Point,2.687733289314731,51.28344998267213,Feature,u,,002\xb0 41.264 E,99,0,51\xb0 17.007 N,,3,"55,75",,,30,,,,2,12,,1,,,2,2.5,,5,,,,1,20.12,,106,,,,B_117_241_b,2.5,,,,4,Rita,,,478222.17,8.75,,5681392.67,,,,,5,,105
Point,2.63031664116672,51.1798499393757,Feature,u,,002\xb0 37.819 E,99,0,51\xb0 10.791 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.08,,25,,,,B_110_237_e,2.5,,,,3,onbekend,,,474159.92,8.75,,5669890.14,,,,,5,,5
Point,3.131159777144863,51.38194353648528,Feature,u,"17,30","003\xb0 07,870 E",2,0,"51\xb0 22,917 N",1955 / 21 - 101,5,"63,75",-,,30,,,"7253,00",1,20,Brits,1,1944,"5,9 Wk ;  -1,2 Wk ; 7,8 Wk__ ; +++",2,2.5,,4,#,"128,60",-,1,9.83,1955/09/14,195,,,,B_122_307_b,2.5,,Van Gastel,Liberty,3,SAMSELBU (achterschip),,,509127.66,8.75,,5692308.01,"J.A. Jones Const. Co. Inc., Panama City",1945/03/19,"Gezonken na mijnexplosie nabij NF 11 boei. Het wrak is in 2 stukken gebroken en hier betreft het achterste gedeelte  van  de SAMSELBU. Het voorste gedeelte bevindt zich in positie 51\xb025',010 N - 003\xb011',363 E.","W. Runciman & Co. Ltd. Mgrs Londen Britain, MOWT US gecharterd",5,Staal,195
Point,2.966478433251376,51.60917780563011,Feature,33,,"002\xb0 57,989 E",0,0,"51\xb0 36,551 N",2000 / 10 - 113,2,"35,25",,,6,,"7,50",,1,8,,1,,#,4,5,,1,"28,0 Wk_",,,3,30.11,,265,,"125,00",,B_136_258_a,7.5,Ter Streep,,,6,UC62,,2007/03/14,497678.74,8.75,,5717571.84,,,"N_136_258_a

Midden 51\xb0 36'.551 - 002\xb0 57'.989
Pt_01  51\xb0 36'.553 - 002\xb0 57'.965
Pt_02  51\xb0 36'.544 - 002\xb0 57'.988

Dieptecijfer is ongewijzigd naar LAT",,1,Staal,264
Point,2.918108200807881,51.24305353393403,Feature,u,,"002\xb0 55,086 E",99,0,"51\xb0 14,583 N",1985 / 10 - 084,5,"63,75",-,,30,,,,1,20,-,1,,"zichtbaar wrak,",2,2.5,-,6,-,,-,1,8.85,,71,,,,B_114_255_b,2.5,Geosurveyor IV,-,,3,Flakplatform,,,494283.76,8.75,2015/12/02,5676857.11,-,1934/01/04,"Op 04/01/1934 zonk een vissersloep in positie 51 14 36 N - 02 55 13 E.  In 1969 werd een obstructie verwijderd in positie 51 14 30 N  02 55 00 E. In 1974 vond men opnieuw een houten obstructie, zelfs zichtbaar bij LW. In 1975 werd deze obstructie verwijderd ( BAZ 1975/9-86 ). In 1982, zie BAZ 1982/26-154(T), wordt weer melding gemaakt van een wrak in positie 51 14 38 N - 02 55 10 E.",-,5,-,50
Point,3.271303318848593,51.37444638970787,Feature,u,,"003\xb0 16,278 E",99,0,"51\xb0 22,467 N",1984 / 26 - 135,5,"68,75",,,30,1984/11/13,,,1,20,,1,,"3,3 Wk__ ; 04,0 Wk__ GLLWS",2,2.5,,6,"03,9 Wk__",,,3,5.94,,179,"4,00",,,B_122_316,7.5,,-,,3,onbekend,,,518883.59,8.75,,5691501.01,,,Dieptecijfer gewijzigd naar LAT,,5,,179
Point,3.20977162457587,51.456667942782836,Feature,u,,"003\xb0 12,586 E",99,0,"51\xb0 27,400 N",1994 / 19 - 126,5,"63,75",-,,30,,,,1,20,-,1,,Wrak gevaarlijk voor bovenscheepvaart PA,2,2.5,-,6,# ED,,-,1,5.97,,248,,,,B_127_312,2.5,,-,,3,onbekend,,,514574.62,8.75,,5700630.95,-,,"Een zone van 2 km op 2km werd gescand met sss en zoeksonar , niets gevonden.",-,5,-,247
Point,2.712649869616237,51.21720000220763,Feature,u,,002\xb0 42.759 E,99,0,51\xb0 13.032 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.49,,45,,,,B_113_242,2.5,,,,3,onbekend,,,479931.06,8.75,,5674018.03,,,,,5,,24
Point,3.11810312825787,51.36721974658949,Feature,u,,"003\xb0 07,086 E",2,0,"51\xb0 22,033 N",1956 / 06 - 028,5,"63,75",-,,30,,,"7244,00",1,20,Grieks,1,1944,"zichtbaar op laag water, 70 dm ,",2,2.5,bodem,4,#,,ballast,1,9.31,1956/04/10,164,,,,B_122_307,2.5,,Van Gastel,Liberty,3,ELEPHTERIA,,,508221.66,8.75,,5690669.02,-,1945/03/23,Gezonken na mijnexplosie en opgeruimd door Van Gastel tot op omringende bodem in 1955-1956.,Griekse regering (on bare boat charter from USA),5,Staal,164
Point,3.274219833190168,51.35760683699228,Feature,u,,"003\xb0 16,453 E",99,0,"51\xb0 21,456 N",1965 / 14 - 112,5,"68,75",,,30,,,,3,20,,1,,,2,2.5,,,-,,,3,5.01,,,,,,B_121_316_a,7.5,Ter Streep,,,3,onbekend,,,519093.59,8.75,,5689629.03,,,Gevonden tijdens algemene peilingen op 19/03/1992.,,5,,283
Point,2.36975262740608,51.35887617299898,Feature,u,,"002\xb0 22,185 E",99,0,"51\xb0 21,533 N",1994 / 19 - 126,2,"78,00",Nieuwpoort,,30,,,"57,85",1,8,Belgische,4,1955,29 Wk,2,2.5,,5,#,,-,1,35.03,,150,,,,B_121_222,2.5,,-,Vissersboot,2,N.147  SUZANNE,,,456118.02,35,,5689923.02,"Loy A., Nieuwe Werfkaai, Oostende",1974/01/18,-,"Norbert Vercoutter, Oostduinkerke",5,hout,150
Point,2.690876023330761,51.2738855141478,Feature,u,,"002\xb0 41,453 E",99,0,"51\xb0 16,433 N",1988 / 19 - 117,4,"59,75",Oostende,,30,,,"32,85",1,16,Belgisch,1,1945,11 WK  ; +++,2,2.5,,6,#,,-,1,13.57,,98,,,,B_116_241_a,2.5,,-,Vissersboot,4,O.818  LUCIE-JENNY II ?,,,478436.87,8.75,,5680328.09,"P. Vynck, Nielsestraat 260, Boom",1970/02/15,-,"Raphayl Blondr - Beyen, Oostende",5,Hout,97
Point,2.757700006202073,51.22761659443947,Feature,u,,002\xb0 45.462 E,99,0,51\xb0 13.657 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,5.23,,54,,,,B_113_245b,2.5,,,,3,onbekend,,,483081.24,8.75,,5675165.1,,,,,5,,33
Point,2.811853471189599,51.25666185976385,Feature,42,"7,18","002\xb0 48,711 E",2,0,"51\xb0 15,400 N",1963 / 12 - 110,5,"66,25",,,30,1963/05/16,,"324,00",1,20,Brits,1,1917,"zichtbaar bij LW ; 6,7 Wk ; 4 Wk__ ;",4,5,bodem,3,#,"41,81",-,1,8.63,,89,,,,B_115_248,2.5,,Ackermans & Van Haaren,Treiler,3,HAYBURN WYKE,,,486870.81,8.75,,5678384.1,"Cockrane & Son Ltd., Delby",,Opgeruimd wrak.,Addson & Co Ltd,5,Staal,88
Point,2.988664636523084,51.357495577394026,Feature,u,,"002\xb0 59,320 E",99,0,"51\xb0 21,450 N",1963 / 07 - 050,5,"63,75",Londen,,30,,,"4104,00",1,20,Brits,1,1909,"8,3 Wk ; 7,6 Wk__  ; +++",2,2.5,,0,#,,7.600 t goederen & katoen,1,8.98,1963/03/01,147,,,,B_121_259_a,2.5,,Ackermans & Van Haaren,Stoomschip,3,CROXTETH HALL,,,499210.73,8.75,,5689581.03,"Rickmers R.R. Shipb. Co., Bremershaven",1929/02/27,"Dit schip zonk op 27/02/29 nabij het lichtschip WANDELAAR . Kort na deze ramp stootte de GABOON ( 3297 ton ) met volle lading , 5000 ton fuel op het wrak van de  CROXTETH HALL. In 1930 werd het wrak gedeeltelijk opgeruimd door J.O. INGRAM ( Salvage Contractors ). In 1962-1963 werd het wrak verder opgeruimd door ACKERMANS & Van Haaren uit  Antwerpen.","Ellerman Lines (Hall Line Ltd), Londen",5,staal,147
Point,2.5991165674463,51.17524998044478,Feature,u,,002\xb0 35.947 E,99,0,51\xb0 10.515 N,,5,"68,75",,,30,,,,2,20,,1,,,2,2.5,,5,,,,3,7.47,,22,,,,,7.5,,,,3,Brug visserschip,,,471976.32,8.75,,5669390.02,,,,,5,,2
Point,2.940600544898928,51.33166530644698,Feature,u,,"002\xb0 56,436 E",99,0,"51\xb0 19,900 N",1955 / 23 - 113,5,"63,75",Cuxhavn,,30,,,"186,00",1,20,Duits,1,,"9,6 Wk ; +++",2,2.5,,6,#,,-,1,8.71,,131,,,,B_119_256,2.5,,-,Vissersboot,3,onbekend,,,495861.75,8.75,,5686710.05,"G. Seebeck, Geestemqnde, Duitsland",1917/04/02,,"Cuxhavener Hochseefischerei A.G., Cuxhavn",5,Staal,130
